Transaction_ID,Customer_ID,Transaction_Amount,Payment_Method,Customer_Type,Email,Region,Currency,Transaction_Date
TXN100530,CUST1530,30952.78,Unknown,,user530@gmail.com,India,USD,2024-03-28 17:00:00
TXN107411,CUST8411,5295.58,Crypto,Business,user7411,UK,THB,2024-07-19 10:00:00
TXN108892,CUST9892,21510.85,Crypto,Individual,user8892@tempmail.org,USA,INR,2024-04-14 11:00:00
TXN106196,CUST7196,5264.02,Credit Card,,user6196@fraudmail.com,India,INR,2024-05-11 01:00:00
TXN103023,CUST4023,3926.0,Net Banking,Unknown,user3023@fraudmail.com,Germany,USD,2024-07-04 04:00:00
TXN109642,CUST10642,17589.24,Debit Card,,user9642@fraudmail.com,USA,THB,2024-04-08 14:00:00
TXN106135,CUST7135,7883.38,UPI,Business,user6135,India,THB,2024-05-15 19:00:00
TXN104934,CUST5934,2009.53,Debit Card,Unknown,user4934,Thailand,USD,2024-06-07 01:00:00
TXN101303,CUST2303,18034.03,UPI,Business,user1303@outlook.com,Germany,USD,2024-02-11 23:00:00
TXN107903,CUST8903,27850.52,Net Banking,VIP,user7903@outlook.com,USA,USD,2024-06-19 22:00:00
TXN105658,CUST6658,36960.51,UPI,VIP,user5658,USA,GBP,2024-05-18 05:00:00
TXN108625,CUST9625,22481.98,Crypto,Individual,user8625@yahoo.com,Germany,GBP,2024-10-12 17:00:00
TXN100841,CUST1841,12982.15,Net Banking,Individual,user841@outlook.com,Germany,GBP,2024-06-17 01:00:00
TXN109829,CUST10829,16114.56,Crypto,Individual,user9829@yahoo.com,UK,THB,2024-08-30 11:00:00
TXN101799,CUST2799,14656.19,Unknown,VIP,user1799,USA,EUR,2024-03-17 02:00:00
TXN101278,CUST2278,42047.19,Net Banking,,user1278@tempmail.org,UK,GBP,2024-03-30 03:00:00
TXN109153,CUST10153,6157.5,Debit Card,Individual,user9153@yahoo.com,USA,USD,2024-03-15 21:00:00
TXN108215,CUST9215,4219.87,UPI,Unknown,user8215,UK,INR,2024-06-19 22:00:00
TXN108383,CUST9383,33118.68,Debit Card,VIP,user8383,Thailand,USD,2024-04-26 09:00:00
TXN101522,CUST2522,65228.76,Unknown,,user1522@gmail.com,India,GBP,2024-09-02 17:00:00
TXN108011,CUST9011,19604.86,Net Banking,,user8011@fraudmail.com,Thailand,GBP,2024-06-15 17:00:00
TXN102934,CUST3934,42389.52,Unknown,Business,user2934@gmail.com,USA,INR,2024-01-12 13:00:00
TXN107906,CUST8906,41182.17,Unknown,Business,user7906,Germany,EUR,2024-10-06 13:00:00
TXN107721,CUST8721,7211.5,Unknown,,user7721@yahoo.com,UK,INR,2024-12-18 14:00:00
TXN106751,CUST7751,36655.19,Debit Card,,user6751@yahoo.com,Germany,USD,2024-07-21 11:00:00
TXN106004,CUST7004,6821.18,UPI,VIP,user6004@outlook.com,Thailand,GBP,2024-10-27 10:00:00
TXN107751,CUST8751,11492.31,Debit Card,,,UK,EUR,2024-11-26 19:00:00
TXN102018,CUST3018,1415.91,Net Banking,,user2018@fraudmail.com,USA,EUR,2024-05-17 12:00:00
TXN103509,CUST4509,10692.43,Crypto,, ,Germany,THB,2024-01-28 10:00:00
TXN103370,CUST4370,2740.58,Credit Card,Business,user3370,India,THB,2024-06-16 19:00:00
TXN103292,CUST4292,9723.16,Net Banking,Individual,user3292,UK,THB,2024-09-24 01:00:00
TXN105885,CUST6885,44434.96,Credit Card,,user5885@fraudmail.com,UK,USD,2024-08-11 08:00:00
TXN103658,CUST4658,42977.8,Credit Card,Unknown,user3658,Germany,THB,2024-11-13 01:00:00
TXN109196,CUST10196,79858.63,UPI,,user9196@fraudmail.com,UK,GBP,2024-11-06 04:00:00
TXN108247,CUST9247,35359.0,Credit Card,Individual,user8247@gmail.com,UK,GBP,2024-07-07 10:00:00
TXN100505,CUST1505,28953.71,Net Banking,Business,user505@fraudmail.com,Germany,EUR,2024-05-10 21:00:00
TXN103837,CUST4837,9310.26,UPI,,user3837@yahoo.com,UK,GBP,2024-10-26 09:00:00
TXN103361,CUST4361,16354.87,Unknown,Individual,user3361@tempmail.org,Thailand,INR,2024-01-29 18:00:00
TXN103788,CUST4788,1069.9,Net Banking,,user3788@fraudmail.com,Thailand,GBP,2024-09-10 07:00:00
TXN109325,CUST10325,27511.22,Debit Card,Individual,user9325,USA,EUR,2024-02-07 22:00:00
TXN103796,CUST4796,367.34,Crypto,,user3796@gmail.com,India,INR,2024-03-01 07:00:00
TXN106980,CUST7980,33974.17,Debit Card,,user6980@tempmail.org,India,GBP,2024-03-05 22:00:00
TXN109144,CUST10144,1656.1,Net Banking,VIP,user9144,India,EUR,2024-06-18 19:00:00
TXN102285,CUST3285,6179.46,Credit Card,Business,user2285@tempmail.org,UK,USD,2024-09-18 10:00:00
TXN104041,CUST5041,54380.15,UPI,,user4041@yahoo.com,Germany,THB,2024-06-28 02:00:00
TXN102873,CUST3873,11503.13,Credit Card,Unknown,user2873@fraudmail.com,UK,GBP,2024-03-28 12:00:00
TXN103131,CUST4131,14308.22,Net Banking,,user3131@outlook.com,India,GBP,2024-04-28 00:00:00
TXN109311,CUST10311,915.14,Unknown,,user9311,USA,GBP,2024-12-16 01:00:00
TXN102034,CUST3034,13604.17,Debit Card,VIP,user2034@gmail.com,India,THB,2024-09-25 13:00:00
TXN102314,CUST3314,17019.13,Net Banking,,user2314,Thailand,THB,2024-02-15 09:00:00
TXN109091,CUST10091,3572.15,Crypto,,user9091@yahoo.com,UK,USD,2024-06-23 07:00:00
TXN101391,CUST2391,1021.82,Debit Card, ,user1391@fraudmail.com,UK,THB,2024-04-11 09:00:00
TXN102682,CUST3682,24599.67,Debit Card,Individual,user2682@fraudmail.com,USA,USD,2024-04-09 08:00:00
TXN103207,CUST4207,41179.16,Debit Card,Individual,user3207@yahoo.com,USA,USD,2024-01-19 19:00:00
TXN102187,CUST3187,2367.51,Net Banking,Unknown,user2187@tempmail.org,India,USD,2024-04-07 08:00:00
TXN102501,CUST3501,28248.29,Crypto,Unknown,user2501@fraudmail.com,UK,INR,2024-07-29 14:00:00
TXN102947,CUST3947,62804.82,UPI,,user2947@yahoo.com,USA,THB,2024-03-24 02:00:00
TXN104662,CUST5662,27264.51,Net Banking,VIP,user4662,Thailand,THB,2024-02-08 12:00:00
TXN102895,CUST3895,39583.26,UPI,VIP,user2895,USA,THB,2024-04-24 09:00:00
TXN107501,CUST8501,35665.37,Debit Card,VIP,user7501,Germany,USD,2024-08-21 14:00:00
TXN103825,CUST4825,22658.54,UPI,,user3825@tempmail.org,UK,THB,2024-04-11 16:00:00
TXN105482,CUST6482,10297.7,Debit Card,,user5482,USA,INR,2024-10-07 07:00:00
TXN100458,CUST1458,6214.15,Crypto,,user458@tempmail.org,Germany,THB,2024-04-14 06:00:00
TXN105600,CUST6600,57225.95,Debit Card,,user5600,USA,INR,2024-07-17 01:00:00
TXN109797,CUST10797,5257.83,UPI,VIP,user9797@tempmail.org,USA,INR,2024-10-10 01:00:00
TXN105625,CUST6625,48759.03,UPI,,user5625,Germany,EUR,2024-09-25 05:00:00
TXN102332,CUST3332,43347.77,Unknown,Individual,user2332@gmail.com,UK,USD,2024-09-11 19:00:00
TXN104454,CUST5454,6629.67,UPI,Individual,user4454,UK,THB,2024-07-10 19:00:00
TXN108243,CUST9243,11981.35,Unknown,,user8243@yahoo.com,UK,USD,2024-12-29 21:00:00
TXN108708,CUST9708,45378.92,Net Banking,,user8708@yahoo.com,Thailand,INR,2024-02-23 13:00:00
TXN104810,CUST5810,2691.16,Unknown,VIP,user4810@yahoo.com,Thailand,GBP,2024-02-07 13:00:00
TXN109006,CUST10006,21006.69,UPI,Business,user9006@tempmail.org,Germany,INR,2024-04-17 09:00:00
TXN106858,CUST7858,32333.61,Net Banking,Business,user6858@gmail.com,USA,EUR,2024-12-01 07:00:00
TXN100526,CUST1526,31141.06,Crypto,VIP,user526@gmail.com,Germany,THB,2024-02-04 07:00:00
TXN103909,CUST4909,23829.73,Net Banking,Unknown,user3909@fraudmail.com,UK,EUR,2024-11-15 22:00:00
TXN106060,CUST7060,12832.12,Net Banking,,user6060@yahoo.com,Germany,INR,2024-02-05 07:00:00
TXN104187,CUST5187,33733.62,Credit Card,,user4187@outlook.com,USA,EUR,2024-01-31 05:00:00
TXN107006,CUST8006,839.36,UPI,,user7006@tempmail.org,USA,USD,2024-11-17 01:00:00
TXN104466,CUST5466,2271.3,Net Banking,Business,user4466@outlook.com,Germany,USD,2024-11-12 20:00:00
TXN105729,CUST6729,72452.14,Unknown,,user5729@outlook.com,Germany,USD,2024-01-23 23:00:00
TXN109875,CUST10875,26531.92,Unknown,,user9875@gmail.com,UK,USD,2024-07-29 22:00:00
TXN106005,CUST7005,26845.4,UPI,Individual,user6005@tempmail.org,UK,INR,2024-11-14 21:00:00
TXN105598,CUST6598,16014.44,Net Banking,VIP,user5598@tempmail.org,Germany,EUR,2024-06-23 20:00:00
TXN104183,CUST5183,41049.1,Debit Card,,user4183@gmail.com,Germany,EUR,2024-07-23 10:00:00
TXN102789,CUST3789,8621.49,Crypto,Unknown,user2789@fraudmail.com,UK,THB,2024-07-25 01:00:00
TXN108717,CUST9717,17283.38,Crypto,Business,user8717,India,INR,2024-06-08 02:00:00
TXN104035,CUST5035,16192.51,UPI,,user4035@yahoo.com,Germany,GBP,2024-11-04 17:00:00
TXN106832,CUST7832,11758.06,UPI,VIP,user6832@outlook.com,India,USD,2024-03-13 08:00:00
TXN101331,CUST2331,13273.92,Net Banking,Unknown,user1331@yahoo.com,UK,USD,2024-12-08 12:00:00
TXN107896,CUST8896,19257.19,Debit Card,Unknown,user7896,USA,EUR,2024-04-21 21:00:00
TXN104340,CUST5340,3113.51,UPI,VIP,user4340@gmail.com,UK,GBP,2024-02-27 03:00:00
TXN108165,CUST9165,4525.45,Net Banking,Unknown,user8165@outlook.com,Thailand,GBP,2024-10-17 03:00:00
TXN108184,CUST9184,9570.0,Net Banking,,user8184@fraudmail.com,USA,THB,2024-05-31 05:00:00
TXN100473,CUST1473,1073.2,UPI,,user473@tempmail.org,USA,USD,2024-03-30 20:00:00
TXN105958,CUST6958,31710.35,Unknown,Unknown,user5958,Germany,INR,2024-05-27 07:00:00
TXN107672,CUST8672,4795.08,Credit Card,Individual,user7672@outlook.com,Germany,INR,2024-07-20 06:00:00
TXN103722,CUST4722,7116.73,UPI,,user3722@gmail.com,UK,GBP,2024-06-20 04:00:00
TXN103604,CUST4604,5592.49,Net Banking,,user3604@tempmail.org,Germany,THB,2024-06-26 03:00:00
TXN107992,CUST8992,25868.16,Net Banking,,user7992@fraudmail.com,Germany,EUR,2024-10-31 13:00:00
TXN108537,CUST9537,19683.69,Net Banking,Unknown,user8537@yahoo.com,Germany,USD,2024-01-21 13:00:00
TXN108130,CUST9130,22427.47,Unknown,VIP,user8130@fraudmail.com,Thailand,INR,2024-09-03 10:00:00
TXN104298,CUST5298,7399.5,Net Banking,,user4298@gmail.com,USA,GBP,2024-12-13 11:00:00
TXN107106,CUST8106,62595.15,UPI,Business,user7106@outlook.com,India,INR,2024-05-16 00:00:00
TXN101340,CUST2340,8997.6,Crypto,Unknown,user1340@yahoo.com,UK,INR,2024-02-15 18:00:00
TXN108187,CUST9187,20152.45,Unknown,Unknown,user8187@outlook.com,India,THB,2024-03-10 21:00:00
TXN105859,CUST6859,8610.71,Crypto,VIP,user5859,USA,GBP,2024-11-30 05:00:00
TXN106180,CUST7180,24456.56,Unknown,Unknown,user6180,Thailand,USD,2024-06-16 17:00:00
TXN107667,CUST8667,8512.65,Credit Card,Individual,user7667,UK,USD,2024-01-15 16:00:00
TXN107286,CUST8286,87571.24,Net Banking,,user7286@tempmail.org,Thailand,INR,2024-01-23 11:00:00
TXN102894,CUST3894,41137.46,Net Banking,VIP,user2894,India,GBP,2024-05-14 11:00:00
TXN103102,CUST4102,9964.74,Credit Card,VIP,user3102@gmail.com,USA,INR,2024-08-22 18:00:00
TXN104688,CUST5688,6765.56,Credit Card,Business,user4688@fraudmail.com,Thailand,GBP,2024-06-29 01:00:00
TXN101772,CUST2772,14119.44,UPI,,user1772@tempmail.org,USA,EUR,2024-07-22 23:00:00
TXN104258,CUST5258,56207.7,Net Banking,Business,user4258@fraudmail.com,Germany,USD,2024-07-19 15:00:00
TXN104971,CUST5971,561.61,UPI,,user4971,Thailand,USD,2024-04-07 02:00:00
TXN103802,CUST4802,1837.25,Crypto,,user3802@gmail.com,USA,INR,2024-08-15 14:00:00
TXN100600,CUST1600,370.17,UPI,VIP,user600@outlook.com,Thailand,USD,2024-03-24 08:00:00
TXN108954,CUST9954,5362.95,Crypto,Business, ,UK,INR,2024-05-04 04:00:00
TXN106195,CUST7195,20866.09,Net Banking,VIP, ,USA,INR,2024-02-17 01:00:00
TXN108551,CUST9551,38512.69,Debit Card,,user8551,UK,USD,2024-04-30 06:00:00
TXN104251,CUST5251,26781.45,Unknown,Individual,user4251@outlook.com,Thailand,THB,2024-01-01 16:00:00
TXN105312,CUST6312,3035.75,Debit Card,VIP,user5312@tempmail.org,USA,USD,2024-11-02 23:00:00
TXN102896,CUST3896,54306.94,UPI,,user2896@tempmail.org,Thailand,EUR,2024-09-10 19:00:00
TXN101172,CUST2172,10712.55,Unknown,,user1172@tempmail.org,India,EUR,2024-06-27 06:00:00
TXN106926,CUST7926,24503.17,Net Banking,,user6926@tempmail.org,USA,USD,2024-02-07 01:00:00
TXN105003,CUST6003,25754.14,Debit Card,Business,user5003@tempmail.org,India,INR,2024-07-13 01:00:00
TXN107947,CUST8947,19970.52,UPI,Business,user7947@fraudmail.com,Thailand,USD,2024-07-24 07:00:00
TXN104935,CUST5935,11619.73,Debit Card,Individual,user4935@outlook.com,Germany,EUR,2024-10-07 18:00:00
TXN103703,CUST4703,736.45,Unknown,VIP,user3703,Germany,THB,2024-10-22 06:00:00
TXN106747,CUST7747,87778.19,UPI,Unknown,user6747@fraudmail.com,USA,EUR,2024-02-20 22:00:00
TXN102881,CUST3881,5928.28,Crypto, ,user2881@yahoo.com,UK,USD,2024-01-29 02:00:00
TXN106650,CUST7650,25220.15,Net Banking,Business,user6650,USA,GBP,2024-07-17 11:00:00
TXN107050,CUST8050,34869.84,Credit Card,,user7050@yahoo.com,UK,USD,2024-11-22 22:00:00
TXN101810,CUST2810,62724.71,UPI, ,user1810@fraudmail.com,USA,THB,2024-11-03 05:00:00
TXN107168,CUST8168,13255.78,Unknown,,user7168@fraudmail.com,Thailand,EUR,2024-11-01 12:00:00
TXN101027,CUST2027,30329.94,UPI,,user1027@yahoo.com,UK,INR,2024-09-06 10:00:00
TXN105668,CUST6668,3148.34,Net Banking,,user5668@fraudmail.com,USA,INR,2024-06-22 05:00:00
TXN108899,CUST9899,4830.08,Credit Card,,user8899@outlook.com,USA,GBP,2024-01-30 17:00:00
TXN104098,CUST5098,8755.97,Net Banking,VIP,user4098@fraudmail.com,Germany,GBP,2024-01-12 04:00:00
TXN108573,CUST9573,2535.56,Unknown,Unknown,user8573@outlook.com,Thailand,GBP,2024-01-24 08:00:00
TXN102209,CUST3209,10324.45,Debit Card,Unknown,user2209@fraudmail.com,Thailand,EUR,2024-03-12 23:00:00
TXN103803,CUST4803,13050.71,Debit Card,Business,user3803,Thailand,THB,2024-05-14 00:00:00
TXN107941,CUST8941,2033.23,Debit Card,VIP,user7941,Germany,USD,2024-12-05 10:00:00
TXN105507,CUST6507,27983.75,Unknown,,user5507@outlook.com,Thailand,GBP,2024-09-16 17:00:00
TXN101106,CUST2106,9651.01,Unknown,,user1106@yahoo.com,India,THB,2024-01-03 12:00:00
TXN109307,CUST10307,59256.24,Net Banking,,user9307@yahoo.com,UK,THB,2024-12-06 19:00:00
TXN100869,CUST1869,11822.16,UPI,Business,user869@gmail.com,Thailand,THB,2024-09-22 11:00:00
TXN106064,CUST7064,20664.96,Net Banking,,user6064@yahoo.com,USA,THB,2024-07-17 21:00:00
TXN105638,CUST6638,10851.64,Debit Card,VIP,user5638@fraudmail.com,Germany,INR,2024-07-18 08:00:00
TXN108988,CUST9988,19880.1,Debit Card,Business,user8988@gmail.com,Germany,INR,2024-08-21 00:00:00
TXN102388,CUST3388,70256.7,Unknown,,user2388,India,GBP,2024-08-11 22:00:00
TXN107937,CUST8937,13526.27,Debit Card,VIP,user7937,UK,INR,2024-09-10 11:00:00
TXN101053,CUST2053,9660.33,Debit Card,,user1053@outlook.com,Thailand,GBP,2024-10-26 08:00:00
TXN103960,CUST4960,20537.36,Credit Card,Unknown,user3960@fraudmail.com,Thailand,USD,2024-02-13 19:00:00
TXN100376,CUST1376,10643.37,Debit Card,Unknown,,India,THB,2024-03-10 23:00:00
TXN102369,CUST3369,1674.51,Credit Card,VIP,user2369@tempmail.org,Germany,THB,2024-03-04 19:00:00
TXN104322,CUST5322,55000.43,UPI,,user4322@tempmail.org,USA,EUR,2024-09-21 01:00:00
TXN107963,CUST8963,9312.91,Debit Card,Business,user7963@fraudmail.com,Germany,EUR,2024-10-02 10:00:00
TXN101390,CUST2390,452.41,Debit Card,Individual,user1390@tempmail.org,Germany,GBP,2024-01-05 20:00:00
TXN105819,CUST6819,27125.46,Net Banking,Business,user5819@gmail.com,Thailand,USD,2024-04-03 09:00:00
TXN105099,CUST6099,10456.79,Unknown,,user5099,Thailand,GBP,2024-05-03 12:00:00
TXN108824,CUST9824,3218.1,Debit Card,VIP,user8824@yahoo.com,USA,INR,2024-08-23 04:00:00
TXN104745,CUST5745,16517.32,Unknown,,user4745@fraudmail.com,Germany,USD,2024-07-07 22:00:00
TXN109346,CUST10346,528.25,Crypto,VIP,user9346,UK,GBP,2024-02-10 16:00:00
TXN109297,CUST10297,10070.4,Crypto,Business,user9297@outlook.com,Thailand,USD,2024-12-17 20:00:00
TXN109975,CUST10975,10947.35,Credit Card,,user9975@yahoo.com,Thailand,GBP,2024-06-21 03:00:00
TXN105720,CUST6720,10419.0,Net Banking, ,user5720@fraudmail.com,India,GBP,2024-12-13 19:00:00
TXN106153,CUST7153,31156.65,Credit Card,Unknown,user6153@gmail.com,Thailand,THB,2024-11-14 01:00:00
TXN109098,CUST10098,1719.16,Debit Card,VIP,user9098,UK,USD,2024-08-30 05:00:00
TXN108145,CUST9145,55199.31,Crypto,VIP, ,India,INR,2024-01-17 02:00:00
TXN106051,CUST7051,22401.25,Unknown,Individual,user6051,Thailand,USD,2024-01-26 04:00:00
TXN105706,CUST6706,35466.49,Net Banking,Business,user5706@yahoo.com,Germany,GBP,2024-05-31 02:00:00
TXN101599,CUST2599,3969.46,Debit Card,VIP,user1599,USA,INR,2024-11-23 00:00:00
TXN108478,CUST9478,5034.81,Unknown,Individual,user8478,USA,EUR,2024-12-03 02:00:00
TXN105901,CUST6901,6899.31,Debit Card,Business,user5901@fraudmail.com,India,INR,2024-09-27 16:00:00
TXN102265,CUST3265,2734.58,Crypto,Unknown,user2265@gmail.com,USA,EUR,2024-06-02 18:00:00
TXN105252,CUST6252,18397.27,Net Banking,,user5252,Germany,THB,2024-06-24 12:00:00
TXN107540,CUST8540,6859.98,Unknown,VIP,user7540@yahoo.com,UK,GBP,2024-11-21 19:00:00
TXN107320,CUST8320,5183.46,Debit Card,VIP,user7320@fraudmail.com,UK,THB,2024-11-16 14:00:00
TXN100198,CUST1198,17710.99,Crypto,Unknown,user198@outlook.com,UK,USD,2024-08-27 23:00:00
TXN102207,CUST3207,32187.93,Crypto,VIP,user2207@fraudmail.com,UK,GBP,2024-07-13 10:00:00
TXN106515,CUST7515,33514.05,Credit Card,,user6515@fraudmail.com,India,USD,2024-11-20 23:00:00
TXN107583,CUST8583,8541.7,Unknown,,user7583@outlook.com,Germany,USD,2024-02-26 00:00:00
TXN101559,CUST2559,12780.68,Net Banking,Individual,user1559@tempmail.org,USA,USD,2024-08-11 18:00:00
TXN104300,CUST5300,7083.77,UPI,Individual,user4300@outlook.com,Thailand,USD,2024-02-24 15:00:00
TXN109209,CUST10209,27141.95,Debit Card,Individual,user9209,USA,INR,2024-10-27 10:00:00
TXN104546,CUST5546,6650.41,Credit Card,Unknown,user4546@fraudmail.com,India,GBP,2024-02-08 08:00:00
TXN105676,CUST6676,7597.45,Crypto,Individual,user5676,UK,USD,2024-12-30 01:00:00
